"name","pokedex_number","generation","no_in_generation","percentage_in_generation","abilities","type1","type2","weight_kg","is_legendary","Hp","attack","sp_attack","defense","sp_defense","speed","base_total","base_egg_steps","base_happiness","capture_rate","experience_growth","height_m","percentage_male","base_experience","egg_cycles","can_evolve","evolves_from","evolves_to","evolution_stages","shape","color","egg_groups"
"Ursaring",217,2,66,0.66,"['Guts', 'Quick Feet', 'Unnerve']","normal",\N,125.8,false,90,130,75,75,75,55,500,5120,70,"60","Medium Fast",1.8,50,175,20,false,"Teddiursa","[]",1,"Upright","Brown","['field']"
"Slugma",218,2,67,0.67,"['Magma Armor', 'Flame Body', 'Weak Armor']","fire",\N,35,false,40,40,70,40,40,20,250,5120,70,"190","Medium Fast",0.7,50,50,20,true,\N,"['Magcargo']",1,"Squiggle","Red","['amorphous']"
"Magcargo",219,2,68,0.68,"['Magma Armor', 'Flame Body', 'Weak Armor']","fire","rock",55,false,60,50,90,120,80,30,430,5120,70,"75","Medium Fast",0.8,50,151,20,false,"Slugma","[]",1,"Squiggle","Red","['amorphous']"
"Swinub",220,2,69,0.69,"['Oblivious', 'Snow Cloak', 'Thick Fat']","ice","ground",6.5,false,50,50,30,40,30,50,250,5120,70,"225","Slow",0.4,50,50,20,true,\N,"['Piloswine']",2,"Quadruped","Brown","['field']"
"Piloswine",221,2,70,0.7,"['Oblivious', 'Snow Cloak', 'Thick Fat']","ice","ground",55.8,false,100,100,60,80,60,50,450,5120,70,"75","Slow",1.1,50,158,20,true,"Swinub","['Mamoswine']",2,"Quadruped","Brown","['field']"
"Corsola",222,2,71,0.71,"['Hustle', 'Natural Cure', 'Regenerator']","water","rock",5,false,65,55,65,95,95,35,410,5120,70,"60","Fast",0.6,24.6,144,20,true,\N,"[]",0,"Armor","Pink","['water 1','water 3']"
"Remoraid",223,2,72,0.72,"['Hustle', 'Sniper', 'Moody']","water",\N,12,false,35,65,65,35,35,65,300,5120,70,"190","Medium Fast",0.6,50,60,20,true,\N,"['Octillery']",1,"Fish","Gray","['water 1','water 2']"
"Octillery",224,2,73,0.73,"['Suction Cups', 'Sniper', 'Moody']","water",\N,28.5,false,75,105,105,75,75,45,480,5120,70,"75","Medium Fast",0.9,50,168,20,false,"Remoraid","[]",1,"Tentacles","Red","['water 1','water 2']"
"Delibird",225,2,74,0.74,"['Vital Spirit', 'Hustle', 'Insomnia']","ice","flying",16,false,45,55,65,45,45,75,330,5120,70,"45","Fast",0.9,50,116,20,false,\N,"[]",0,"Wings","Red","['water 1','field']"
"Mantine",226,2,75,0.75,"['Swift Swim', 'Water Absorb', 'Water Veil']","water","flying",220,false,85,40,80,70,140,70,485,6400,70,"25","Slow",2.1,50,170,25,false,"Mantyke","[]",1,"Wings","Purple","['water 1']"
"Skarmory",227,2,76,0.76,"['Keen Eye', 'Sturdy', 'Weak Armor']","steel","flying",50.5,false,65,80,40,140,70,70,465,6400,70,"25","Slow",1.7,50,163,25,false,\N,"[]",0,"Wings","Gray","['flying']"
"Houndour",228,2,77,0.77,"['Early Bird', 'Flash Fire', 'Unnerve']","dark","fire",10.8,false,45,60,80,30,50,65,330,5120,35,"120","Slow",0.6,50,66,20,true,\N,"['Houndoom']",1,"Quadruped","Black","['field']"
"Houndoom",229,2,78,0.78,"['Early Bird', 'Flash Fire', 'Unnerve']","dark","fire",35,false,75,90,110,50,80,95,500,5120,35,"45","Slow",1.4,50,175,20,false,"Houndour","[]",1,"Quadruped","Black","['field']"
"Kingdra",230,2,79,0.79,"['Swift Swim', 'Sniper', 'Damp']","water","dragon",152,false,75,95,95,95,95,85,540,5120,70,"45","Medium Fast",1.8,50,243,20,false,"Seadra","[]",2,"Blob","Blue","['water 1','dragon']"
"Phanpy",231,2,80,0.8,"['Pickup', 'Sand Veil']","ground",\N,33.5,false,90,60,40,60,40,40,330,5120,70,"120","Medium Fast",0.5,50,66,20,true,\N,"['Donphan']",1,"Quadruped","Blue","['field']"
"Donphan",232,2,81,0.81,"['Sturdy', 'Sand Veil']","ground",\N,120,false,90,120,60,120,60,50,500,5120,70,"60","Medium Fast",1.1,50,175,20,false,"Phanpy","[]",1,"Quadruped","Gray","['field']"
"Porygon2",233,2,82,0.82,"['Trace', 'Download', 'Analytic']","normal",\N,32.5,false,85,80,105,90,95,60,515,5120,70,"45","Medium Fast",0.6,\N,180,20,true,"Porygon","['Porygon-Z']",2,"Legs","Red","['mineral']"
"Stantler",234,2,83,0.83,"['Intimidate', 'Frisk', 'Sap Sipper']","normal",\N,71.2,false,73,95,85,62,65,85,465,5120,70,"45","Slow",1.4,50,163,20,false,\N,"[]",0,"Quadruped","Brown","['field']"
"Smeargle",235,2,84,0.84,"['Own Tempo', 'Technician', 'Moody']","normal",\N,58,false,55,20,20,35,45,75,250,5120,70,"45","Fast",1.2,50,88,20,false,\N,"[]",0,"Upright","White","['field']"
"Tyrogue",236,2,85,0.85,"['Guts', 'Steadfast', 'Vital Spirit']","fighting",\N,21,false,35,35,35,35,35,35,210,6400,70,"75","Medium Fast",0.7,100,42,25,true,\N,"['Hitmonchan','Hitmonlee','Hitmontop']",1,"Humanoid","Purple","['undiscovered']"
"Hitmontop",237,2,86,0.86,"['Intimidate', 'Technician', 'Steadfast']","fighting",\N,48,false,50,95,35,95,110,70,455,6400,70,"45","Medium Fast",1.4,100,159,25,false,"Tyrogue","[]",1,"Upright","Brown","['human-like']"
"Smoochum",238,2,87,0.87,"['Oblivious', 'Forewarn', 'Hydration']","ice","psychic",6,false,45,30,85,15,65,65,305,6400,70,"45","Medium Fast",0.4,0,61,25,true,\N,"['Jynx']",1,"Humanoid","Pink","['undiscovered']"
"Elekid",239,2,88,0.88,"['Static', 'Vital Spirit']","electric",\N,23.5,false,45,63,65,37,55,95,360,6400,70,"45","Medium Fast",0.6,75.4,72,25,true,\N,"['Electabuzz']",2,"Humanoid","Yellow","['undiscovered']"
"Magby",240,2,89,0.89,"['Flame Body', 'Vital Spirit']","fire",\N,21.4,false,45,75,70,37,55,83,365,6400,70,"45","Medium Fast",0.7,75.4,73,25,true,\N,"['Magmar']",2,"Upright","Red","['undiscovered']"
"Miltank",241,2,90,0.9,"['Thick Fat', 'Scrappy', 'Sap Sipper']","normal",\N,75.5,false,95,80,40,105,70,100,490,5120,70,"45","Slow",1.2,0,172,20,false,\N,"[]",0,"Upright","Pink","['field']"
"Blissey",242,2,91,0.91,"['Natural Cure', 'Serene Grace', 'Healer']","normal",\N,46.8,false,255,10,75,10,135,55,540,10240,140,"30","Fast",1.5,0,608,40,false,"Chansey","[]",2,"Humanoid","Pink","['fairy']"
"Raikou",243,2,92,0.92,"['Pressure', 'Inner Focus']","electric",\N,178,true,90,85,115,75,100,115,580,20480,35,"3","Slow",1.9,\N,261,80,false,\N,"[]",0,"Quadruped","Yellow","['undiscovered']"
"Entei",244,2,93,0.93,"['Pressure', 'Inner Focus']","fire",\N,198,true,115,115,90,85,75,100,580,20480,35,"3","Slow",2.1,\N,261,80,false,\N,"[]",0,"Quadruped","Brown","['undiscovered']"
"Suicune",245,2,94,0.94,"['Pressure', 'Inner Focus']","water",\N,187,true,100,75,90,115,115,85,580,20480,35,"3","Slow",2,\N,261,80,false,\N,"[]",0,"Quadruped","Blue","['undiscovered']"
"Larvitar",246,2,95,0.95,"['Guts', 'Sand Veil']","rock","ground",72,false,50,64,45,50,50,41,300,10240,35,"45","Slow",0.6,50,60,40,true,\N,"['Pupitar']",2,"Upright","Green","['monster']"
"Pupitar",247,2,96,0.96,"['Shed Skin']","rock","ground",152,false,70,84,65,70,70,51,410,10240,35,"45","Slow",1.2,50,144,40,true,"Larvitar","['Tyranitar']",2,"Squiggle","Gray","['monster']"
"Tyranitar",248,2,97,0.97,"['Sand Stream', 'Unnerve']","rock","dark",202,false,100,134,95,110,100,61,600,10240,35,"45","Slow",2,50,270,40,false,"Pupitar","[]",2,"Upright","Green","['monster']"
"Lugia",249,2,98,0.98,"['Pressure', 'Multiscale']","psychic","flying",216,true,106,90,90,130,154,110,680,30720,0,"3","Slow",5.2,\N,306,120,false,\N,"[]",0,"Wings","White","['undiscovered']"
"Ho-Oh",250,2,99,0.99,"['Pressure', 'Regenerator']","fire","flying",199,true,106,130,110,90,154,90,680,30720,0,"3","Slow",3.8,\N,306,120,false,\N,"[]",0,"Wings","Red","['undiscovered']"
"Celebi",251,2,100,1,"['Natural Cure']","psychic","grass",5,true,100,100,100,100,100,100,600,30720,100,"45","Medium Slow",0.6,\N,270,120,false,\N,"[]",0,"Humanoid","Green","['undiscovered']"
"Treecko",252,3,1,0.007407407407407408,"['Overgrow', 'Unburden']","grass",\N,5,false,40,45,65,35,55,70,310,5120,70,"45","Medium Slow",0.5,88.1,62,20,true,\N,"['Grovyle']",2,"Upright","Green","['monster','dragon']"
"Grovyle",253,3,2,0.014814814814814815,"['Overgrow', 'Unburden']","grass",\N,21.6,false,50,65,85,45,65,95,405,5120,70,"45","Medium Slow",0.9,88.1,142,20,true,"Treecko","['Sceptile']",2,"Upright","Green","['monster','dragon']"
"Sceptile",254,3,3,0.022222222222222223,"['Overgrow', 'Unburden']","grass",\N,52.2,false,70,85,105,65,85,120,530,5120,70,"45","Medium Slow",1.7,88.1,239,20,false,"Grovyle","[]",2,"Upright","Green","['monster','dragon']"
"Torchic",255,3,4,0.02962962962962963,"['Blaze', 'Speed Boost']","fire",\N,2.5,false,45,60,70,40,50,45,310,5120,70,"45","Medium Slow",0.4,88.1,62,20,true,\N,"['Combusken']",2,"Legs","Red","['field']"
"Combusken",256,3,5,0.037037037037037035,"['Blaze', 'Speed Boost']","fire","fighting",19.5,false,60,85,85,60,60,55,405,5120,70,"45","Medium Slow",0.9,88.1,142,20,true,"Torchic","['Blaziken']",2,"Upright","Red","['field']"
"Blaziken",257,3,6,0.044444444444444446,"['Blaze', 'Speed Boost']","fire","fighting",52,false,80,120,110,70,70,80,530,5120,70,"45","Medium Slow",1.9,88.1,239,20,false,"Combusken","[]",2,"Upright","Red","['field']"
"Mudkip",258,3,7,0.05185185185185185,"['Torrent', 'Damp']","water",\N,7.6,false,50,70,50,50,50,40,310,5120,70,"45","Medium Slow",0.4,88.1,62,20,true,\N,"['Marshtomp']",2,"Quadruped","Blue","['monster','water 1']"
"Marshtomp",259,3,8,0.05925925925925926,"['Torrent', 'Damp']","water","ground",28,false,70,85,60,70,70,50,405,5120,70,"45","Medium Slow",0.7,88.1,142,20,true,"Mudkip","['Swampert']",2,"Upright","Blue","['monster','water 1']"
"Swampert",260,3,9,0.06666666666666667,"['Torrent', 'Damp']","water","ground",81.9,false,100,110,85,90,90,60,535,5120,70,"45","Medium Slow",1.5,88.1,241,20,false,"Marshtomp","[]",2,"Upright","Blue","['monster','water 1']"
"Poochyena",261,3,10,0.07407407407407407,"['Run Away', 'Quick Feet', 'Rattled']","dark",\N,13.6,false,35,55,30,35,30,35,220,3840,70,"255","Medium Fast",0.5,50,56,15,true,\N,"['Mightyena']",1,"Quadruped","Gray","['field']"
"Mightyena",262,3,11,0.08148148148148149,"['Intimidate', 'Quick Feet', 'Moxie']","dark",\N,37,false,70,90,60,70,60,70,420,3840,70,"127","Medium Fast",1,50,147,15,false,"Poochyena","[]",1,"Quadruped","Gray","['field']"
"Zigzagoon",263,3,12,0.08888888888888889,"['Pickup', 'Gluttony', 'Quick Feet']","normal",\N,17.5,false,38,30,30,41,41,60,240,3840,70,"255","Medium Fast",0.4,50,56,15,true,\N,"['Linoone']",1,"Quadruped","Brown","['field']"
"Linoone",264,3,13,0.0962962962962963,"['Pickup', 'Gluttony', 'Quick Feet']","normal",\N,32.5,false,78,70,50,61,61,100,420,3840,70,"90","Medium Fast",0.5,50,147,15,true,"Zigzagoon","[]",1,"Quadruped","White","['field']"
"Wurmple",265,3,14,0.1037037037037037,"['Shield Dust', 'Run Away']","bug",\N,3.6,false,45,45,20,35,30,20,195,3840,70,"255","Medium Fast",0.3,50,56,15,true,\N,"['Cascoon','Silcoon']",2,"Armor","Red","['bug']"
"Silcoon",266,3,15,0.1111111111111111,"['Shed Skin']","bug",\N,10,false,50,35,25,55,25,15,205,3840,70,"120","Medium Fast",0.6,50,72,15,false,"Wurmple","['Beautifly']",2,"Ball","White","['bug']"
"Beautifly",267,3,16,0.11851851851851852,"['Swarm', 'Rivalry']","bug","flying",28.4,false,60,70,100,50,50,65,395,3840,70,"45","Medium Fast",1,50,178,15,false,"Silcoon","[]",2,"Bug-Wings","Yellow","['bug']"
"Cascoon",268,3,17,0.1259259259259259,"['Shed Skin']","bug",\N,11.5,false,50,35,25,55,25,15,205,3840,70,"120","Medium Fast",0.7,50,72,15,false,"Wurmple","['Dustox']",2,"Ball","Purple","['bug']"
"Dustox",269,3,18,0.13333333333333333,"['Shield Dust', 'Compoundeyes']","bug","poison",31.6,false,60,50,50,70,90,65,385,3840,70,"45","Medium Fast",1.2,50,173,15,false,"Cascoon","[]",2,"Bug-Wings","Green","['bug']"
"Lotad",270,3,19,0.14074074074074075,"['Swift Swim', 'Rain Dish', 'Own Tempo']","water","grass",2.6,false,40,30,40,30,50,30,220,3840,70,"255","Medium Slow",0.5,50,44,15,true,\N,"['Lombre']",2,"Armor","Green","['water 1','grass']"
"Lombre",271,3,20,0.14814814814814814,"['Swift Swim', 'Rain Dish', 'Own Tempo']","water","grass",32.5,false,60,50,60,50,70,50,340,3840,70,"120","Medium Slow",1.2,50,119,15,true,"Lotad","['Ludicolo']",2,"Humanoid","Green","['water 1','grass']"
"Ludicolo",272,3,21,0.15555555555555556,"['Swift Swim', 'Rain Dish', 'Own Tempo']","water","grass",55,false,80,70,90,70,100,70,480,3840,70,"45","Medium Slow",1.5,50,216,15,false,"Lombre","[]",2,"Humanoid","Green","['water 1','grass']"
"Seedot",273,3,22,0.16296296296296298,"['Chlorophyll', 'Early Bird', 'Pickpocket']","grass",\N,4,false,40,40,30,50,30,30,220,3840,70,"255","Medium Slow",0.5,50,44,15,true,\N,"['Nuzleaf']",2,"Legs","Brown","['field','grass']"
"Nuzleaf",274,3,23,0.17037037037037037,"['Chlorophyll', 'Early Bird', 'Pickpocket']","grass","dark",28,false,70,70,60,40,40,60,340,3840,70,"120","Medium Slow",1,50,119,15,true,"Seedot","['Shiftry']",2,"Humanoid","Brown","['field','grass']"
"Shiftry",275,3,24,0.17777777777777778,"['Chlorophyll', 'Early Bird', 'Pickpocket']","grass","dark",59.6,false,90,100,90,60,60,80,480,3840,70,"45","Medium Slow",1.3,50,216,15,false,"Nuzleaf","[]",2,"Humanoid","Brown","['field','grass']"
"Taillow",276,3,25,0.18518518518518517,"['Guts', 'Scrappy']","normal","flying",2.3,false,40,55,30,30,30,85,270,3840,70,"200","Medium Slow",0.3,50,54,15,true,\N,"['Swellow']",1,"Wings","Blue","['flying']"
"Swellow",277,3,26,0.1925925925925926,"['Guts', 'Scrappy']","normal","flying",19.8,false,60,85,75,60,50,125,455,3840,70,"45","Medium Slow",0.7,50,159,15,false,"Taillow","[]",1,"Wings","Blue","['flying']"
"Wingull",278,3,27,0.2,"['Keen Eye', 'Hydration', 'Rain Dish']","water","flying",9.5,false,40,30,55,30,30,85,270,5120,70,"190","Medium Fast",0.6,50,54,20,true,\N,"['Pelipper']",1,"Wings","White","['water 1','flying']"
"Pelipper",279,3,28,0.2074074074074074,"['Keen Eye', 'Drizzle', 'Rain Dish']","water","flying",28,false,60,50,95,100,70,65,440,5120,70,"45","Medium Fast",1.2,50,154,20,false,"Wingull","[]",1,"Wings","Yellow","['water 1','flying']"
"Ralts",280,3,29,0.21481481481481482,"['Synchronize', 'Trace', 'Telepathy']","psychic","fairy",6.6,false,28,25,45,25,35,40,198,5120,35,"235","Slow",0.4,50,40,20,true,\N,"['Kirlia']",2,"Humanoid","White","['human-like','amorphous']"
"Kirlia",281,3,30,0.2222222222222222,"['Synchronize', 'Trace', 'Telepathy']","psychic","fairy",20.2,false,38,35,65,35,55,50,278,5120,35,"120","Slow",0.8,50,97,20,true,"Ralts","['Gallade','Gardevoir']",2,"Humanoid","White","['human-like','amorphous']"
"Gardevoir",282,3,31,0.22962962962962963,"['Synchronize', 'Trace', 'Telepathy']","psychic","fairy",48.4,false,68,65,125,65,115,80,518,5120,35,"45","Slow",1.6,50,233,20,false,"Kirlia","[]",2,"Humanoid","White","['human-like','amorphous']"
"Surskit",283,3,32,0.23703703703703705,"['Swift Swim', 'Rain Dish']","bug","water",1.7,false,40,30,50,32,52,65,269,3840,70,"200","Medium Fast",0.5,50,54,15,true,\N,"['Masquerain']",1,"Armor","Blue","['water 1','bug']"
"Masquerain",284,3,33,0.24444444444444444,"['Intimidate', 'Unnerve']","bug","flying",3.6,false,70,60,100,62,82,80,454,3840,70,"75","Medium Fast",0.8,50,159,15,false,"Surskit","[]",1,"Bug-Wings","Blue","['water 1','bug']"
"Shroomish",285,3,34,0.2518518518518518,"['Effect Spore', 'Poison Heal', 'Quick Feet']","grass",\N,4.5,false,60,40,40,60,60,35,295,3840,70,"255","Fluctuating",0.4,50,59,15,true,\N,"['Breloom']",1,"Legs","Brown","['fairy','grass']"
"Breloom",286,3,35,0.25925925925925924,"['Effect Spore', 'Poison Heal', 'Technician']","grass","fighting",39.2,false,60,130,60,80,60,70,460,3840,70,"90","Fluctuating",1.2,50,161,15,false,"Shroomish","[]",1,"Upright","Green","['fairy','grass']"
"Slakoth",287,3,36,0.26666666666666666,"['Truant']","normal",\N,24,false,60,60,35,60,35,30,280,3840,70,"255","Slow",0.8,50,56,15,true,\N,"['Vigoroth']",2,"Quadruped","Brown","['field']"
"Vigoroth",288,3,37,0.2740740740740741,"['Vital Spirit']","normal",\N,46.5,false,80,80,55,80,55,90,440,3840,70,"120","Slow",1.4,50,154,15,true,"Slakoth","['Slaking']",2,"Upright","White","['field']"
"Slaking",289,3,38,0.2814814814814815,"['Truant']","normal",\N,130.5,false,150,160,95,100,65,100,670,3840,70,"45","Slow",2,50,252,15,false,"Vigoroth","[]",2,"Humanoid","Brown","['field']"
"Nincada",290,3,39,0.28888888888888886,"['Compoundeyes', 'Run Away']","bug","ground",5.5,false,31,45,30,90,30,40,266,3840,70,"255","Erratic",0.5,50,53,15,true,\N,"['Ninjask','Shedinja']",1,"Armor","Gray","['bug']"
"Ninjask",291,3,40,0.2962962962962963,"['Speed Boost', 'Infiltrator']","bug","flying",12,false,61,90,50,45,50,160,456,3840,70,"120","Erratic",0.8,50,160,15,false,"Nincada","[]",1,"Bug-Wings","Yellow","['bug']"
"Shedinja",292,3,41,0.3037037037037037,"['Wonder Guard']","bug","ghost",1.2,false,1,90,30,45,30,40,236,3840,70,"45","Erratic",0.8,\N,83,15,false,"Nincada","[]",1,"Blob","Brown","['mineral']"
"Whismur",293,3,42,0.3111111111111111,"['Soundproof', 'Rattled']","normal",\N,16.3,false,64,51,51,23,23,28,240,5120,70,"190","Medium Slow",0.6,50,48,20,true,\N,"['Loudred']",2,"Upright","Pink","['monster','field']"
"Loudred",294,3,43,0.31851851851851853,"['Soundproof', 'Scrappy']","normal",\N,40.5,false,84,71,71,43,43,48,360,5120,70,"120","Medium Slow",1,50,126,20,true,"Whismur","['Exploud']",2,"Upright","Blue","['monster','field']"
"Exploud",295,3,44,0.32592592592592595,"['Soundproof', 'Scrappy']","normal",\N,84,false,104,91,91,63,73,68,490,5120,70,"45","Medium Slow",1.5,50,221,20,false,"Loudred","[]",2,"Upright","Blue","['monster','field']"
"Makuhita",296,3,45,0.3333333333333333,"['Thick Fat', 'Guts', 'Sheer Force']","fighting",\N,86.4,false,72,60,20,30,30,25,237,5120,70,"180","Fluctuating",1,75.4,47,20,true,\N,"['Hariyama']",1,"Humanoid","Yellow","['human-like']"
"Hariyama",297,3,46,0.34074074074074073,"['Thick Fat', 'Guts', 'Sheer Force']","fighting",\N,253.8,false,144,120,40,60,60,50,474,5120,70,"200","Fluctuating",2.3,75.4,166,20,false,"Makuhita","[]",1,"Humanoid","Brown","['human-like']"
"Azurill",298,3,47,0.34814814814814815,"['Thick Fat', 'Huge Power', 'Sap Sipper']","normal","fairy",2,false,50,20,20,40,40,20,190,2560,70,"150","Fast",0.2,24.6,38,10,true,\N,"['Marill']",2,"Legs","Blue","['undiscovered']"
"Nosepass",299,3,48,0.35555555555555557,"['Sturdy', 'Magnet Pull', 'Sand Force']","rock",\N,97,false,30,45,45,135,90,30,375,5120,70,"255","Medium Fast",1,50,75,20,true,\N,"['Probopass']",1,"Humanoid","Gray","['mineral']"
"Skitty",300,3,49,0.362962962962963,"['Cute Charm', 'Normalize', 'Wonder Skin ']","normal",\N,11,false,50,45,35,45,35,50,260,3840,70,"255","Fast",0.6,24.6,52,15,true,\N,"['Delcatty']",1,"Quadruped","Pink","['field','fairy']"
"Delcatty",301,3,50,0.37037037037037035,"['Cute Charm', 'Normalize', 'Wonder Skin ']","normal",\N,32.6,false,70,65,55,65,55,90,400,3840,70,"60","Fast",1.1,24.6,140,15,false,"Skitty","[]",1,"Quadruped","Purple","['field','fairy']"
"Sableye",302,3,51,0.37777777777777777,"['Keen Eye', 'Stall', 'Prankster']","dark","ghost",11,false,50,75,65,75,65,50,380,6400,35,"45","Medium Slow",0.5,50,133,25,false,\N,"[]",0,"Humanoid","Purple","['human-like']"
"Mawile",303,3,52,0.3851851851851852,"['Hyper Cutter', 'Intimidate', 'Sheer Force']","steel","fairy",11.5,false,50,85,55,85,55,50,380,5120,70,"45","Fast",0.6,50,133,20,false,\N,"[]",0,"Humanoid","Black","['field','fairy']"
"Aron",304,3,53,0.3925925925925926,"['Sturdy', 'Rock Head', 'Heavy Metal']","steel","rock",60,false,50,70,40,100,40,30,330,8960,35,"180","Slow",0.4,50,66,35,true,\N,"['Lairon']",2,"Quadruped","Gray","['monster']"
"Lairon",305,3,54,0.4,"['Sturdy', 'Rock Head', 'Heavy Metal']","steel","rock",120,false,60,90,50,140,50,40,430,8960,35,"90","Slow",0.9,50,151,35,true,"Aron","['Aggron']",2,"Quadruped","Gray","['monster']"
"Aggron",306,3,55,0.4074074074074074,"['Sturdy', 'Rock Head', 'Heavy Metal']","steel","rock",360,false,70,110,60,180,60,50,530,8960,35,"45","Slow",2.1,50,239,35,false,"Lairon","[]",2,"Upright","Gray","['monster']"
"Meditite",307,3,56,0.4148148148148148,"['Pure Power', 'Telepathy']","fighting","psychic",11.2,false,30,40,40,55,55,60,280,5120,70,"180","Medium Fast",0.6,50,56,20,true,\N,"['Medicham']",1,"Humanoid","Blue","['human-like']"
"Medicham",308,3,57,0.4222222222222222,"['Pure Power', 'Telepathy']","fighting","psychic",31.5,false,60,60,60,75,75,80,410,5120,70,"90","Medium Fast",1.3,50,144,20,false,"Meditite","[]",1,"Humanoid","Red","['human-like']"
"Electrike",309,3,58,0.42962962962962964,"['Static', 'Lightningrod', 'Minus']","electric",\N,15.2,false,40,45,65,40,40,65,295,5120,70,"120","Slow",0.6,50,59,20,true,\N,"['Manectric']",1,"Quadruped","Green","['field']"
"Manectric",310,3,59,0.43703703703703706,"['Static', 'Lightningrod', 'Minus']","electric",\N,40.2,false,70,75,105,60,60,105,475,5120,70,"45","Slow",1.5,50,166,20,false,"Electrike","[]",1,"Quadruped","Yellow","['field']"
"Plusle",311,3,60,0.4444444444444444,"['Plus', 'Lightningrod']","electric",\N,4.2,false,60,50,85,40,75,95,405,5120,70,"200","Medium Fast",0.4,50,142,20,false,\N,"[]",0,"Upright","Yellow","['fairy']"
"Minun",312,3,61,0.45185185185185184,"['Minus', 'Volt Absorb']","electric",\N,4.2,false,60,40,75,50,85,95,405,5120,70,"200","Medium Fast",0.4,50,142,20,false,\N,"[]",0,"Upright","Yellow","['fairy']"
"Volbeat",313,3,62,0.45925925925925926,"['Illuminate', 'Swarm', 'Prankster']","bug",\N,17.7,false,65,73,47,75,85,85,430,3840,70,"150","Erratic",0.7,100,151,15,false,\N,"[]",0,"Upright","Gray","['bug','human-like']"
"Illumise",314,3,63,0.4666666666666667,"['Oblivious', 'Tinted Lens', 'Prankster']","bug",\N,17.7,false,65,47,73,75,85,85,430,3840,70,"150","Fluctuating",0.6,0,151,15,false,\N,"[]",0,"Humanoid","Purple","['bug','human-like']"
"Roselia",315,3,64,0.4740740740740741,"['Natural Cure', 'Poison Point', 'Leaf Guard']","grass","poison",2,false,50,60,100,45,80,65,400,5120,70,"150","Medium Slow",0.3,50,140,20,true,"Budew","['Roserade']",2,"Humanoid","Green","['fairy','grass']"
"Gulpin",316,3,65,0.48148148148148145,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']","poison",\N,10.3,false,70,43,43,53,53,40,302,5120,70,"225","Fluctuating",0.4,50,60,20,true,\N,"['Swalot']",1,"Arms","Green","['amorphous']"
"Swalot",317,3,66,0.4888888888888889,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']","poison",\N,80,false,100,73,73,83,83,55,467,5120,70,"75","Fluctuating",1.7,50,163,20,false,"Gulpin","[]",1,"Arms","Purple","['amorphous']"
"Carvanha",318,3,67,0.4962962962962963,"['Rough Skin', 'Speed Boost']","water","dark",20.8,false,45,90,65,20,20,65,305,5120,35,"225","Slow",0.8,50,61,20,true,\N,"['Sharpedo']",1,"Fish","Red","['water 2']"
"Sharpedo",319,3,68,0.5037037037037037,"['Rough Skin', 'Speed Boost']","water","dark",88.8,false,70,120,95,40,40,95,460,5120,35,"60","Slow",1.8,50,161,20,false,"Carvanha","[]",1,"Fish","Blue","['water 2']"
"Wailmer",320,3,69,0.5111111111111111,"['Water Veil', 'Oblivious', 'Pressure']","water",\N,130,false,130,70,70,35,35,60,400,10240,70,"125","Fluctuating",2,50,80,40,true,\N,"['Wailord']",1,"Fish","Blue","['field','water 2']"
"Wailord",321,3,70,0.5185185185185185,"['Water Veil', 'Oblivious', 'Pressure']","water",\N,398,false,170,90,90,45,45,60,500,10240,70,"60","Fluctuating",14.5,50,175,40,false,"Wailmer","[]",1,"Fish","Blue","['field','water 2']"
"Numel",322,3,71,0.5259259259259259,"['Oblivious', 'Simple', 'Own Tempo']","fire","ground",24,false,60,60,65,40,45,35,305,5120,70,"255","Medium Fast",0.7,50,61,20,true,\N,"['Camerupt']",1,"Quadruped","Yellow","['field']"
"Camerupt",323,3,72,0.5333333333333333,"['Magma Armor', 'Solid Rock', 'Anger Point']","fire","ground",220,false,70,100,105,70,75,40,460,5120,70,"150","Medium Fast",1.9,50,161,20,false,"Numel","[]",1,"Quadruped","Red","['field']"
"Torkoal",324,3,73,0.5407407407407407,"['White Smoke', 'Drought', 'Shell Armor']","fire",\N,80.4,false,70,85,85,140,70,20,470,5120,70,"90","Medium Fast",0.5,50,165,20,false,\N,"[]",0,"Quadruped","Brown","['field']"
"Spoink",325,3,74,0.5481481481481482,"['Thick Fat', 'Own Tempo', 'Gluttony']","psychic",\N,30.6,false,60,25,70,35,80,60,330,5120,70,"255","Fast",0.7,50,66,20,true,\N,"['Grumpig']",1,"Arms","Black","['field']"
"Grumpig",326,3,75,0.5555555555555556,"['Thick Fat', 'Own Tempo', 'Gluttony']","psychic",\N,71.5,false,80,45,90,65,110,80,470,5120,70,"60","Fast",0.9,50,165,20,false,"Spoink","[]",1,"Upright","Purple","['field']"
"Spinda",327,3,76,0.562962962962963,"['Own Tempo', 'Tangled Feet', 'Contrary']","normal",\N,5,false,60,60,60,60,60,60,360,3840,70,"255","Fast",1.1,50,126,15,false,\N,"[]",0,"Upright","Brown","['field','human-like']"
"Trapinch",328,3,77,0.5703703703703704,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']","ground",\N,15,false,45,100,45,45,45,10,290,5120,70,"255","Medium Slow",0.7,50,58,20,true,\N,"['Vibrava']",2,"Armor","Brown","['bug','dragon']"
